gps value x,gps value y,motor kanan,motor kiri,sensor kiri
0.5592835292907697,0.44955571178180975,3.6,3.6,33
0.5592850367914967,0.4495034531882305,3.25,3.25,29
0.5593369509307353,0.4463073440810377,4.65,4.65,28
0.5593904368940552,0.44302043513709743,3.95,3.95,31
0.5594444995803809,0.4396923851778467,3.25,3.25,35
0.5594984537675833,0.4363666853566615,3.6,3.6,34
0.5595258330311035,0.4346798976598516,3.25,3.25,33
0.5595526273201897,0.4330317203018328,3.6,3.6,30
0.559579297530965,0.4313888577729504,3.6,3.6,34
0.559621786678913,0.4287599140630056,3.6,3.6,30
0.5596644871818884,0.4261209012448119,3.6,3.6,36
0.5597014400238078,0.4238363718041181,3.25,3.25,34
0.5597348159702097,0.42177261543593747,3.95,3.95,31
0.5597681772918875,0.4197089675966997,3.25,3.25,33
0.5598025961034492,0.4175784110871156,3.95,3.95,33
0.5598440542556832,0.41501184043315414,4.65,4.65,31
0.5598926078414341,0.41200515783440506,3.6,3.6,34
0.5599411655007576,0.40899783983462934,3.25,3.25,29
0.5599691346785932,0.4072651802260809,3.6,3.6,28
0.5599970431639454,0.405536840216114,3.6,3.6,34
0.5600353156267852,0.4031653583662607,3.95,3.95,32
0.5600770278741047,0.40058144295446835,3.95,3.95,33
0.560119025990158,0.39797966525291856,3.95,3.95,37
0.5601612391868915,0.3953644364555469,4.3,4.3,29
0.5602058589697768,0.3925999868730971,3.25,3.25,38
0.5602504133040762,0.3898395132746937,4.65,4.65,31
0.5602929279727817,0.387205000803454,4.3,4.3,31
0.560335182169239,0.384586879388894,4.3,4.3,29
0.5603773584072957,0.3819735554320672,3.25,3.25,34
0.5604194022777647,0.379368406131132,3.6,3.6,31
0.5604553136150214,0.37714300670969714,3.6,3.6,34
0.5604908521922362,0.3749408971857383,3.6,3.6,34
0.5605261129598766,0.3727559901803517,3.25,3.25,31
0.560559362283767,0.3706957143100218,3.95,3.95,30
0.5605925983719866,0.3686362503839901,3.25,3.25,36
0.5606269478168925,0.3665071901241519,4.3,4.3,32
0.5606719474821606,0.36371889025567283,4.65,4.65,31
0.5607204762800032,0.36071188945110577,3.6,3.6,34
0.5607690113486762,0.3577044796858113,3.6,3.6,32
0.5608005637035623,0.3557489986126374,4.3,4.3,31
0.5608321213395504,0.3537935220526981,3.6,3.6,37
0.5608756667231035,0.35109413137155704,3.25,3.25,35
0.5609194191956942,0.34838319728667866,3.6,3.6,32
0.5609515373352497,0.3463927264530954,3.95,3.95,32
0.5609836671974623,0.34440187803065675,3.6,3.6,34
0.5610220816695877,0.34202092735125006,4.3,4.3,30
0.5610674838315591,0.3392077391536675,5.0,5.0,29
0.5611199143950607,0.3359589971305897,3.6,3.6,38
0.5611723650749196,0.33270897976984865,3.95,3.95,30
0.5612055714484401,0.3306511335162522,3.6,3.6,30
0.5612385346742053,0.3286085083763895,3.25,3.25,32
0.5612714932725484,0.32656617101454966,4.3,4.3,30
0.561315933252355,0.32381225097336425,4.3,4.3,32
0.5613604677469658,0.3210526064912166,3.25,3.25,35
0.561404903935686,0.31829905356777993,3.6,3.6,34
0.5614366776454005,0.31632988361656,3.25,3.25,35
0.5614681554488702,0.31437925869853295,3.25,3.25,35
0.5614995165787663,0.3124358697609797,4.3,4.3,24
0.5615311072015013,0.3104782622064207,4.65,4.65,29
0.561585425404844,0.307111376372523,5.0,5.0,28
0.561640240125614,0.303714853342209,4.65,4.65,31
0.561695205608317,0.30030895487614595,3.6,3.6,32
0.5617320101744004,0.298028065115445,3.95,3.95,32
0.5617687027014857,0.29575442113732914,3.25,3.25,31
0.5618053312629461,0.293484728072488,3.25,3.25,31
0.5618387338655806,0.2914147825307301,3.95,3.95,33
0.5618721616556721,0.28934341283993087,3.95,3.95,33
0.5619137859098413,0.28676351633348407,3.6,3.6,30
0.5619556354864413,0.2841703811766949,4.3,4.3,31
0.5619976179795895,0.281568981992257,4.3,4.3,30
0.5620422705288908,0.2788018867625532,3.6,3.6,31
0.5620869317063892,0.27603450619343334,4.3,4.3,27
0.5621305037326536,0.27333433425641623,3.6,3.6,34
0.5621670456488229,0.2710700219406205,3.25,3.25,32
0.56220008397387,0.26902280290704356,3.25,3.25,29
0.5622329248918538,0.2669878046541777,4.3,4.3,30
0.562265815121745,0.2649497411765121,3.6,3.6,36
0.5623086990511245,0.26229134147150274,4.3,4.3,31
0.5623535165402654,0.25951439454955344,3.25,3.25,35
0.5623983150026222,0.2567385838502102,3.95,3.95,27
0.5624335121387599,0.2545573407237083,3.25,3.25,34
0.5624667412266287,0.252498311530274,4.3,4.3,32
0.562500022970253,0.2504360050998975,3.6,3.6,27
0.5625427123077767,0.24778971594306512,3.6,3.6,30
0.5625856135693491,0.24513150881005272,4.65,4.65,29
0.5626285446290978,0.24247117680087812,4.3,4.3,30
0.5626732024245601,0.23970360165538507,3.6,3.6,31
0.5627178735416308,0.23693570662857724,3.95,3.95,27
0.562757849809435,0.23445842353997268,3.6,3.6,36
0.5627943725468323,0.23219536563654544,3.95,3.95,28
0.5628307301134341,0.22994251819764144,4.3,4.3,30
0.5628671993888505,0.22768272835675624,3.95,3.95,29
0.5629094445204236,0.2250644436922056,3.6,3.6,33
0.5629520564077032,0.22242410865888676,3.95,3.95,33
0.562994836751122,0.21977330408012205,3.6,3.6,27
0.5630375367855979,0.2171274512138052,3.6,3.6,28
0.5630737936194304,0.21488064022949754,3.6,3.6,29
0.563109758536446,0.21265208783992623,5.0,5.0,25
0.5631457770338996,0.21042020303648806,3.95,3.95,26
0.5631943184727684,0.20741113136504738,3.25,3.25,29
0.5632430287260154,0.20439304117108376,5.0,5.0,29
0.5632870845005986,0.20166307420809498,4.65,4.65,27
0.5633308831015321,0.19894908852146803,3.6,3.6,27
0.5633745398069059,0.19624388542430315,3.6,3.6,29
0.563410831167663,0.1939948465448878,3.6,3.6,36
0.5634468384764004,0.19176362149485657,4.3,4.3,24
0.5634827596606922,0.18953772712586103,3.95,3.95,30
0.5635242561488691,0.18696564847865932,4.3,4.3,27
0.563569247250987,0.18417785722438965,3.6,3.6,30
0.5636143214607208,0.18138488967771388,3.95,3.95,25
0.563654484905607,0.17889589523244148,4.65,4.65,24
0.5636945602014103,0.17641263958080888,3.95,3.95,28
0.563735952762343,0.17384709702224285,5.0,5.0,23
0.563788034349404,0.17061995346459757,3.6,3.6,28
0.5638400615703382,0.16739616363574578,3.25,3.25,26
0.5638662876312924,0.16577091446386483,3.95,3.95,27
0.5638924100428245,0.16415218805582002,5.0,5.0,29
0.5639512221686479,0.16050646701462776,5.0,5.0,23
0.564010259086944,0.15684840715584097,3.95,3.95,26
0.5640505035371675,0.15435446060674377,3.6,3.6,25
0.5640871747448074,0.15208221015375806,3.25,3.25,27
0.5641203327239959,0.1500276357366352,4.65,4.65,22
0.5641535971287154,0.14796644091853414,3.95,3.95,23
0.5642017066009754,0.14498423984878522,5.0,5.0,21
0.564254020542546,0.14174284515645824,3.95,3.95,24
0.5643063797634814,0.13849859034034195,3.6,3.6,25
0.5643378463115143,0.13654850213634137,3.95,3.95,23
0.5643692796809224,0.13460077721919778,3.6,3.6,33
0.5644076748160167,0.13222094344535157,4.3,4.3,19
0.564453065554375,0.12940844584378947,4.65,4.65,21
0.5645018896257771,0.1263831640837361,3.25,3.25,28
0.5645507308996127,0.12335678791972976,4.65,4.65,21
0.5645911110156039,0.12085441954151566,4.65,4.65,22
0.5646313144988985,0.11836311434918635,3.6,3.6,21
0.5646715944925625,0.1158664719080648,3.95,3.95,22
0.5647124520145961,0.11333476437041654,3.25,3.25,21
0.5647532678568278,0.11080562248707622,4.3,4.3,21
0.5647939343250682,0.10828551085559214,3.95,3.95,20
0.5648344164213364,0.10577700020472394,3.6,3.6,25
0.564871474075745,0.10348068539416494,3.6,3.6,22
0.5649084309265043,0.1011906109368493,3.25,3.25,25
0.5649419420979627,0.09911405011974651,4.65,4.65,23
0.5649756480836863,0.0970254121310143,4.3,4.3,20
0.5650271263854731,0.09383446070587238,4.65,4.65,26
0.565079049749271,0.09061718653093596,4.3,4.3,21
0.5651310291236343,0.08739639758264328,3.6,3.6,28
0.5651673680079299,0.08514445342956858,3.6,3.6,24
0.5652034227059942,0.08291036311081317,5.0,5.0,21
0.5652395318089131,0.0806728825936234,3.6,3.6,23
0.5652844350591235,0.07788930540412123,5.0,5.0,19
0.565336631868484,0.07465518295317286,3.95,3.95,23
0.5653888510624612,0.07141961903318714,3.95,3.95,25
0.5654239896373011,0.06924202809737919,3.95,3.95,23
0.5654590060878539,0.0670722771136875,3.95,3.95,22
0.5655002399739882,0.06451673101226026,3.6,3.6,20
0.5655416018690963,0.06195385178530499,3.25,3.25,19
0.5655828428157854,0.05939843905652184,3.6,3.6,22
0.5656185049612006,0.057188515749954524,4.65,4.65,19
0.5656539291078463,0.05499346979001338,5.0,5.0,19
0.5657117459602153,0.05140937685369011,3.95,3.95,23
0.5657693860643708,0.047838006353217666,3.25,3.25,21
0.5657946485348649,0.046273134773960514,3.6,3.6,18
0.5658194222053857,0.044737977188439915,3.95,3.95,19
0.5658663018560721,0.04183145736008306,3.95,3.95,19
0.5659067235539682,0.03932668244600092,3.95,3.95,17
0.5659469840122048,0.03683211362832252,5.0,5.0,16
0.565987314885676,0.03433313767370706,4.65,4.65,20
0.566040928946277,0.031010037959159062,3.95,3.95,17
0.5660946590696249,0.027680947865008767,3.25,3.25,24
0.5661218517315227,0.025995845293962577,4.3,4.3,16
0.5661490911051316,0.02430804549709304,3.6,3.6,19
0.5661947803154678,0.02147590291006491,5.0,5.0,18
0.5662472753957689,0.01822332259957126,3.25,3.25,19
0.5662997497110646,0.014971975639883067,3.95,3.95,19
0.5663311387307906,0.013027143873340618,4.65,4.65,15
0.5663624027522645,0.011089770745405923,4.3,4.3,15
0.566415084585451,0.007824043806101766,3.6,3.6,17
0.566467911334779,0.004550811622853073,3.25,3.25,15
0.5664937488135691,0.002949806303884488,3.25,3.25,18
0.5665193451552692,0.001363671418029429,4.65,4.65,18
0.5665677580054527,-0.0016370876823464334,4.3,4.3,14
0.5666163169922106,-0.004645971557710937,3.25,3.25,12
0.5666646611665874,-0.007641563240194212,4.3,4.3,18
0.5667016972319185,-0.009936311949152603,4.3,4.3,16
0.5667382473044068,-0.0122013058687228,0.0,0.0,10
0.5671052990194011,-0.014438272157703382,4.65,4.65,26
0.5670542887635975,-0.01665009890401458,3.25,3.25,24
0.5670081401962066,-0.01865354976297828,4.65,4.65,29
0.5669636081911181,-0.02065298519841046,3.6,3.6,22
0.5669040586832883,-0.023443398815590287,3.6,3.6,23
0.5668441379959871,-0.026244942073446048,4.3,4.3,23
0.5667869856475414,-0.028930925599002844,3.6,3.6,27
0.5667386763648521,-0.031184351316595516,3.6,3.6,28
0.566691229686818,-0.03342427548107217,4.3,4.3,23
0.5666441959425607,-0.03566217629739317,3.6,3.6,26
0.5665949305109412,-0.03801241165619271,3.25,3.25,20
0.5665455060275728,-0.04037548697085901,5.0,5.0,21
0.5664960990570085,-0.04275962548813189,3.95,3.95,22
0.566435881902213,-0.04569163173471069,3.6,3.6,24
0.5663748857140614,-0.0486440783795477,4.3,4.3,23
0.5663250571241493,-0.051073015968383484,3.6,3.6,28
0.5662750237321629,-0.05349782960658281,4.3,4.3,27
0.566225054682712,-0.05592697491947306,5.0,5.0,22
0.5661588037254346,-0.059159778311911146,3.95,3.95,28
0.5660925983145052,-0.062394397765833304,4.65,4.65,25
0.5660390181519708,-0.06501809203903927,3.25,3.25,32
0.5659966310865543,-0.06708757563305459,3.25,3.25,28
0.5659544463616504,-0.06914972443686829,4.65,4.65,28
0.5659120744879443,-0.07122287605271548,3.6,3.6,28
0.5658560041810693,-0.07397533213869587,3.95,3.95,32
0.5657993478985895,-0.07675336992643772,5.0,5.0,25
0.5657340788918929,-0.07995612547119876,3.6,3.6,30
0.5656690197850266,-0.08314966499403884,3.25,3.25,27
0.5656356135761399,-0.084789900153888,3.25,3.25,28
0.5656026084479852,-0.08640957436555845,4.65,4.65,29
0.5655420405371293,-0.08938509884744122,3.95,3.95,29
0.5654814993028893,-0.0923589581246093,3.25,3.25,28
0.5654401944405645,-0.09438811316882355,3.25,3.25,32
0.5653992457915401,-0.09639975203683591,3.6,3.6,25
0.565358494240139,-0.09840191472156995,3.95,3.95,31
0.5653070922470605,-0.1009281137733698,3.6,3.6,32
0.565255670113097,-0.10345495776123985,3.6,3.6,32
0.5652090838840489,-0.10574439154642139,5.0,5.0,30
0.565162306422036,-0.1080431487934996,3.25,3.25,33
0.5651108378780011,-0.1105734142096187,4.65,4.65,30
0.5650493270087447,-0.11359624421172979,3.6,3.6,34
0.5649877264741259,-0.11662354925222106,3.95,3.95,32
0.5649436101199214,-0.11879195145884114,3.6,3.6,34
0.5648996763716793,-0.12095111115828813,4.3,4.3,30
0.5648555027331199,-0.12312209107728136,3.95,3.95,33
0.5648018389601981,-0.1257600086030684,3.25,3.25,30
0.5647476994505649,-0.12842073618892919,3.6,3.6,33
0.5646935352061518,-0.13108271229919827,3.95,3.95,30
0.5646435193957363,-0.13354096529132256,3.6,3.6,28
0.5645977740896055,-0.13578921876920885,3.95,3.95,33
0.564552307930887,-0.13802376972732452,3.6,3.6,34
0.5645069220292108,-0.14025438713243188,3.95,3.95,32
0.564455522874804,-0.14278065307648855,3.25,3.25,27
0.5644041913109966,-0.1453034912469922,4.3,4.3,32
0.5643530569866757,-0.14781680529637606,3.6,3.6,29
0.5643064242460931,-0.15010873316635406,3.95,3.95,32
0.5642598576857558,-0.1523974142508937,3.95,3.95,33
0.5642082692378393,-0.15493319946516962,3.6,3.6,31
0.5641566226828668,-0.15747151048631622,3.95,3.95,31
0.5641054244264482,-0.1599879334600817,3.6,3.6,36
0.5640587162352654,-0.16228354963182912,3.25,3.25,32
0.5640165324568815,-0.1643568052174476,3.6,3.6,34
0.5639743891039893,-0.16642808027541287,3.6,3.6,33
0.5639272977630871,-0.1687428206842215,3.95,3.95,33
0.5638756866166211,-0.17127938787833452,5.0,5.0,28
0.5638104864204969,-0.17448388457130945,3.25,3.25,36
0.5637455240393282,-0.17767666669495008,3.25,3.25,40
0.5637144357785518,-0.17920446043425428,3.25,3.25,35
0.563683881438764,-0.18070630090025608,4.3,4.3,32
0.5636278245523874,-0.18346230634388333,4.3,4.3,30
0.5635716062921712,-0.18622535992032146,3.6,3.6,34
0.5635154170357622,-0.18898699618495005,4.3,4.3,32
0.5634605836688642,-0.19168219528544023,3.6,3.6,36
0.5634145943758546,-0.19394253147131738,3.95,3.95,31
0.5633688317652578,-0.19619173082179425,3.25,3.25,32
0.563323197050442,-0.19843464729054752,3.6,3.6,34
0.563277653657379,-0.2006731701918867,3.6,3.6,34
0.5632321959144763,-0.20290739190319756,3.95,3.95,32
0.5631866569667915,-0.2051456077036259,5.0,5.0,30
0.5631207851427005,-0.20838354483621907,4.3,4.3,31
0.5630547654170005,-0.21162831348242192,4.3,4.3,32
0.5629994546492751,-0.21434701350977192,3.25,3.25,30
0.5629576621450059,-0.2164010600470443,3.6,3.6,32
0.5629160168411107,-0.2184478745086148,3.25,3.25,37
0.5628743674683134,-0.22049489774992043,3.6,3.6,34
0.5628273960602547,-0.22280355650878347,4.65,4.65,31
0.5627668146750444,-0.22578112443512088,3.25,3.25,35
0.5627064186161007,-0.22874954768087463,3.6,3.6,33
0.5626685351359131,-0.23061159241549342,3.6,3.6,34
0.5626310642562486,-0.23245335352133673,3.6,3.6,36
0.5625840966306249,-0.23476242226317717,3.95,3.95,37
0.5625325578059435,-0.23729551834129994,3.25,3.25,34
0.5624810583788199,-0.23982668098037824,4.65,4.65,29
0.5624296556945709,-0.24235326281273065,3.6,3.6,31
0.5623783961568644,-0.24487315881024355,3.6,3.6,34
0.5623317175701109,-0.2471674429926051,3.95,3.95,33
0.56228509149402,-0.2494590354099724,4.65,4.65,31
0.5622244078705562,-0.25244188418276425,3.6,3.6,36
0.5621638080183858,-0.2554202628117348,3.95,3.95,31
0.5621192044292148,-0.2576126951700893,4.65,4.65,31
0.5620746840385427,-0.2598008569222974,3.25,3.25,33
0.5620243884079796,-0.26227376315301837,3.25,3.25,30
0.5619738515508212,-0.26475747703985464,3.95,3.95,32
0.5619234380778966,-0.26723536190922487,3.6,3.6,34
0.5618770162109947,-0.2695168933832588,3.95,3.95,31
0.5618307110616426,-0.2717927121219364,3.95,3.95,32
0.5617792380430536,-0.2743228456993782,3.6,3.6,34
0.5617277336765816,-0.2768541819386172,4.3,4.3,31
0.5616762453234195,-0.27938487602133893,4.65,4.65,29
0.5616157166723447,-0.2823600703703186,3.95,3.95,33
0.5615552423054332,-0.2853322820789535,5.0,5.0,30
0.5614949583968768,-0.2882953179671854,3.6,3.6,28
0.5614482652449561,-0.2905902366057746,3.95,3.95,31
0.5614016368092285,-0.29288198766131757,3.95,3.95,30
0.5613500556844812,-0.2954174512070843,3.6,3.6,36
0.5612984182750301,-0.2979553600259267,3.6,3.6,32
0.5612517601977295,-0.3002486902181233,3.6,3.6,33
0.5612052410213205,-0.30253506412440095,3.95,3.95,37
0.5611587607909624,-0.3048195356447545,3.25,3.25,35
0.5611122786075835,-0.3071043682706539,3.6,3.6,34
0.5610657832445844,-0.3093895512343259,3.6,3.6,34
0.5610193407053562,-0.3116721529012651,3.25,3.25,35
0.5609730049122644,-0.313949520314355,3.6,3.6,36
0.5609268584062921,-0.31621769618992973,3.25,3.25,35
0.5608849953215388,-0.3182752463733609,4.65,4.65,29
0.5608429816820018,-0.3203402031022702,3.25,3.25,35
0.5607914482178447,-0.3228739267493429,3.25,3.25,35
0.5607395194709339,-0.3254260456582799,3.95,3.95,32
0.5606885380104857,-0.32793189557161617,3.95,3.95,24
0.5606377432155732,-0.33042834611175426,5.0,5.0,16
0.5605868449270375,-0.33292990634146347,3.95,3.95,16
0.5605283634120118,-0.3358049678102246,3.6,3.6,15
0.5604696579293487,-0.33869011180708336,3.25,3.25,13
0.5604284414341236,-0.3407159995614254,-4.3,-4.3,5
0.5613273182633576,-0.3407403956991279,-3.6,-3.6,9
0.5621005929476283,-0.34081025613387284,-4.65,-4.65,4
0.5630944315152333,-0.34100010696770394,-3.25,-3.25,7
0.563898367918791,-0.3412159061849588,3.95,3.95,17
0.5639375645481793,-0.34113953227162985,0.0,0.0,10
0.5633853726445988,-0.34350396311878717,-3.6,-3.6,7
0.5630440504711597,-0.346127129276073,3.6,3.6,11
0.562526798069844,-0.34699493984490826,3.25,3.25,15
0.5611755487129141,-0.34936195052712427,3.6,3.6,11
0.560197204362242,-0.35107911156022825,-3.6,-3.6,9
0.5608628622159844,-0.35143550035386967,4.3,4.3,22
0.5608418108022919,-0.3514392016762718,3.25,3.25,16
0.5589126272039155,-0.3543060946352403,4.3,4.3,18
0.5569107057566978,-0.3572825681668228,3.6,3.6,12
0.554866368963904,-0.36031327203540775,3.6,3.6,11
0.5539665997699503,-0.36165398357891376,3.95,3.95,16
0.5530499986405689,-0.3630172267163689,3.6,3.6,11
0.551533975812775,-0.3652825617561579,-3.95,-3.95,8
0.5506261230572136,-0.36801062208661983,3.25,3.25,19
0.5501886611276046,-0.3684982023572094,3.95,3.95,20
0.5497802802862823,-0.3689732867480495,3.6,3.6,18
0.5477287006307336,-0.37150443927736343,3.95,3.95,22
0.546441208969422,-0.3730871081437953,3.95,3.95,18
0.544823130701971,-0.3750824793564853,3.25,3.25,19
0.5431832611767012,-0.3770989772596604,3.95,3.95,18
0.5416342503549596,-0.3790151816284673,3.25,3.25,14
0.5403504014275051,-0.38059510550647674,3.25,3.25,13
0.5390675922537954,-0.3821793537563433,3.25,3.25,14
0.5377857145820689,-0.3837671612246779,-3.25,-3.25,8
0.5383043448362694,-0.3842111858031088,3.25,3.25,23
0.5382818326119003,-0.38423224150096186,3.95,3.95,24
0.5358600482198392,-0.38682400797156846,3.6,3.6,23
0.533391119880037,-0.38946474234169176,3.6,3.6,20
0.5322628357564536,-0.3906737227146833,3.95,3.95,21
0.5303230738765469,-0.3927517555056018,3.6,3.6,22
0.5287521272923337,-0.3944302374829768,4.65,4.65,19
0.5271694513374812,-0.3961254535200541,4.3,4.3,25
0.5250739423900034,-0.39837052798161515,3.95,3.95,21
0.5229612150178691,-0.40062904355493445,4.3,4.3,20
0.5211196517080854,-0.40260147433622473,3.6,3.6,24
0.5195723749250035,-0.40425497018863066,4.65,4.65,24
0.5180239794197614,-0.4059132352946842,3.95,3.95,19
0.516063863462789,-0.4080120719166226,3.6,3.6,25
0.5140965632902067,-0.41011524074682615,4.3,4.3,21
0.5122699274214751,-0.41207038575284405,4.65,4.65,20
0.5104542478728844,-0.4140134713744066,3.6,3.6,19
0.5086467387087404,-0.4159459528282757,3.95,3.95,18
0.506965100190537,-0.4177452152843648,3.6,3.6,19
0.5054262152667486,-0.41939057481364367,3.95,3.95,12
0.5038962061586219,-0.42102726409872093,0.0,0.0,10
0.5026197279476646,-0.42287764463188665,-3.95,-3.95,0
0.5035572744656399,-0.4230576237344734,-5.0,-5.0,2
0.5046547004232218,-0.423524994161106,-4.65,-4.65,2
0.5056784581165512,-0.424091263492597,3.6,3.6,13
0.5033641458211648,-0.4253076135548899,3.6,3.6,13
0.5010122686984256,-0.42653064950200914,-3.6,-3.6,9
0.49892036103335335,-0.4284278157479351,-3.25,-3.25,4
0.5004708727791188,-0.4284477167974397,0.0,0.0,10
0.501988430557028,-0.42835364490091393,3.6,3.6,15
0.4986066694171842,-0.4293388563914669,3.6,3.6,11
0.4976266605604879,-0.4290476776376696,3.6,3.6,11
0.49284755869771074,-0.4331760423917931,-3.25,-3.25,1
0.4934031720358619,-0.43171227423264513,3.6,3.6,12
0.49713637125539256,-0.4263033904070968,3.95,3.95,14
0.494661951669536,-0.42902610085684506,3.25,3.25,11
0.4925305200931327,-0.43007587712757567,-3.6,-3.6,7
0.49256025393073005,-0.4311305680194294,3.6,3.6,12
0.4901700304597532,-0.4318650715220165,3.25,3.25,12
0.4880059141639034,-0.4325160068510861,3.6,3.6,11
0.4856685939820456,-0.43318983723609505,3.25,3.25,12
0.4835625040142728,-0.43380225790506843,3.25,3.25,11
0.48147795202153004,-0.43438083514726417,-3.25,-3.25,8
0.48152976129812103,-0.43515084061356424,3.95,3.95,15
0.4790110706254228,-0.43562525840435284,-4.3,-4.3,7
0.4790447846568694,-0.43660497093453177,4.65,4.65,18
0.4760470550883877,-0.4368555037506643,4.3,4.3,20
0.4732623243814037,-0.43708576482912953,3.25,3.25,24
0.47116962338435436,-0.43725422212725445,3.95,3.95,18
0.4686396903310444,-0.43745417734025316,3.95,3.95,23
0.46611440865827986,-0.4376517571226547,3.6,3.6,21
0.4638161021744442,-0.43783049786224576,3.6,3.6,19
0.4615199630803029,-0.4380082224110588,4.3,4.3,18
0.4587822448244048,-0.4382196652673416,3.25,3.25,16
0.4567029738483061,-0.4383891879683773,3.6,3.6,14
0.45441852829149637,-0.4385647601315734,3.25,3.25,17
0.4521214457404064,-0.4387497599800806,4.3,4.3,15
0.4498117269122526,-0.43892739176914164,4.3,4.3,13
0.4470414192638876,-0.4391412049977049,3.25,3.25,15
0.44426470967759335,-0.4393617333070368,3.95,3.95,13
0.44208908968619615,-0.4395294662751168,4.3,4.3,15
0.43991559178027045,-0.4396974041479397,3.25,3.25,14
0.4377270023114276,-0.4398667868032091,-3.6,-3.6,9
0.4355780609353571,-0.44075750250249174,3.95,3.95,24
0.43418555780369344,-0.44073795306609365,3.25,3.25,28
0.43283645703020746,-0.4407221060367696,4.65,4.65,21
0.4314611647385002,-0.4407085563338258,3.6,3.6,25
0.4283522077996946,-0.44069505636561424,3.95,3.95,23
0.4251771572747053,-0.44068057901329316,4.65,4.65,21
0.42197063527965895,-0.44066751501718343,3.25,3.25,23
0.4199003862654115,-0.4406589222972071,4.3,4.3,23
0.417810935128043,-0.4406510736429819,3.25,3.25,25
0.4154043149277726,-0.4406436370458517,5.0,5.0,24
0.4121740660768508,-0.4406338660207287,3.95,3.95,26
0.4089361354984058,-0.4406241294184869,4.3,4.3,23
0.4065369843172009,-0.4406181173905149,3.95,3.95,24
0.4041466723013689,-0.4406114780512451,3.95,3.95,24
0.4017545345188436,-0.4406049565716929,5.0,5.0,24
0.3985514232438889,-0.44059628776830206,3.95,3.95,20
0.3953519012184692,-0.44058683868251663,4.65,4.65,22
0.39270892984106565,-0.4405799929863048,4.3,4.3,21
0.39008301385618566,-0.4405728773882712,4.3,4.3,25
0.38746336241925056,-0.4405657565636511,3.6,3.6,32
0.3848502378058837,-0.44055801961116453,3.95,3.95,19
0.38236660126951133,-0.4405512318269338,3.95,3.95,21
0.37989777575832256,-0.4405444335394581,3.25,3.25,25
0.3778398657755618,-0.44053847272568714,3.95,3.95,23
0.3757838842127934,-0.4405327607450023,3.6,3.6,24
0.3734343689963718,-0.440526245036148,5.0,5.0,22
